submission_date,state,new_case,new_death,mortality,new_case_7,new_death_7,mortality_7,delta_c,delta_d,delta_c_7,delta_d_7
1/22/2020,AK,0,0,0,0,0,0,0,0,0,0
1/23/2020,AK,0,0,0,0,0,0,0,0,0,0
1/24/2020,AK,0,0,0,0,0,0,0,0,0,0
1/25/2020,AK,0,0,0,0,0,0,0,0,0,0
1/26/2020,AK,0,0,0,0,0,0,0,0,0,0
1/27/2020,AK,0,0,0,0,0,0,0,0,0,0
1/28/2020,AK,0,0,0,0,0,0,0,0,0,0
1/29/2020,AK,0,0,0,0,0,0,0,0,0,0
1/30/2020,AK,0,0,0,0,0,0,0,0,0,0
1/31/2020,AK,0,0,0,0,0,0,0,0,0,0
2/1/2020,AK,0,0,0,0,0,0,0,0,0,0
2/2/2020,AK,0,0,0,0,0,0,0,0,0,0
2/3/2020,AK,0,0,0,0,0,0,0,0,0,0
2/4/2020,AK,0,0,0,0,0,0,0,0,0,0
2/5/2020,AK,0,0,0,0,0,0,0,0,0,0
2/6/2020,AK,0,0,0,0,0,0,0,0,0,0
2/7/2020,AK,0,0,0,0,0,0,0,0,0,0
2/8/2020,AK,0,0,0,0,0,0,0,0,0,0
2/9/2020,AK,0,0,0,0,0,0,0,0,0,0
2/10/2020,AK,0,0,0,0,0,0,0,0,0,0
2/11/2020,AK,0,0,0,0,0,0,0,0,0,0
2/12/2020,AK,0,0,0,0,0,0,0,0,0,0
2/13/2020,AK,0,0,0,0,0,0,0,0,0,0
2/14/2020,AK,0,0,0,0,0,0,0,0,0,0
2/15/2020,AK,0,0,0,0,0,0,0,0,0,0
2/16/2020,AK,0,0,0,0,0,0,0,0,0,0
2/17/2020,AK,0,0,0,0,0,0,0,0,0,0
2/18/2020,AK,0,0,0,0,0,0,0,0,0,0
2/19/2020,AK,0,0,0,0,0,0,0,0,0,0
2/20/2020,AK,0,0,0,0,0,0,0,0,0,0
2/21/2020,AK,0,0,0,0,0,0,0,0,0,0
2/22/2020,AK,0,0,0,0,0,0,0,0,0,0
2/23/2020,AK,0,0,0,0,0,0,0,0,0,0
2/24/2020,AK,0,0,0,0,0,0,0,0,0,0
2/25/2020,AK,0,0,0,0,0,0,0,0,0,0
2/26/2020,AK,0,0,0,0,0,0,0,0,0,0
2/27/2020,AK,0,0,0,0,0,0,0,0,0,0
2/28/2020,AK,0,0,0,0,0,0,0,0,0,0
2/29/2020,AK,0,0,0,0,0,0,0,0,0,0
3/1/2020,AK,0,0,0,0,0,0,0,0,0,0
3/2/2020,AK,0,0,0,0,0,0,0,0,0,0
3/3/2020,AK,0,0,0,0,0,0,0,0,0,0
3/4/2020,AK,0,0,0,0,0,0,0,0,0,0
3/5/2020,AK,0,0,0,0,0,0,0,0,0,0
3/6/2020,AK,0,0,0,0,0,0,0,0,0,0
3/7/2020,AK,0,0,0,0,0,0,0,0,-0.020408163,0
3/8/2020,AK,0,0,0,0,0,0,0,0,-0.020408163,0
3/9/2020,AK,0,0,0,0,0,0,0,0,-0.020408163,0
3/10/2020,AK,0,0,0,0.142857143,0,0,-0.142857143,0,-0.020408163,0
3/11/2020,AK,0,0,0,0.142857143,0,0,0,0,-0.06122449,-0.020408163
3/12/2020,AK,0,0,0,0.142857143,0,0,0,0,-0.163265306,-0.020408163
3/13/2020,AK,1,0,0,0.142857143,0,0,0,0,-0.224489796,-0.020408163
3/14/2020,AK,0,0,0,0.428571429,0.142857143,0.071428571,-0.285714286,-0.142857143,-0.244897959,-0.020408163
3/15/2020,AK,0,0,0,1.142857143,0.142857143,0.071428571,-0.714285714,0,-0.265306123,-0.020408163
3/16/2020,AK,0,0,0,1.571428571,0.142857143,0.071428571,-0.428571429,0,-0.469387755,-0.020408163
3/17/2020,AK,2,1,0.5,1.857142857,0.142857143,0.071428571,-0.285714286,0,-0.734693878,-0.020408163
3/18/2020,AK,5,0,0,2,0.142857143,0.071428571,-0.142857143,0,-0.734693878,0.020408163
3/19/2020,AK,3,0,0,3.428571429,0.142857143,0.071428571,-1.428571429,0,-0.673469388,0.020408163
3/20/2020,AK,3,0,0,5.285714286,0.142857143,0.071428571,-1.857142857,0,-0.836734694,-0.020408163
3/21/2020,AK,1,0,0,5.571428571,0,0,-0.285714286,0.142857143,-0.959183674,-0.020408163
3/22/2020,AK,10,0,0,5.857142857,0,0,-0.285714286,0,-1.265306123,-0.040816327
3/23/2020,AK,13,0,0,7.428571429,0.285714286,0.020408163,-1.571428571,-0.285714286,-1.244897959,-0.06122449
3/24/2020,AK,4,0,0,8.571428571,0.285714286,0.020408163,-1.142857143,0,-0.877551021,-0.081632653
3/25/2020,AK,7,0,0,10.85714286,0.428571429,0.028811525,-2.285714286,-0.142857143,-0.959183674,-0.102040816
3/26/2020,AK,14,2,0.142857143,12.14285714,0.571428571,0.036330322,-1.285714286,-0.142857143,-1.040816327,-0.102040816
3/27/2020,AK,11,0,0,11.42857143,0.714285714,0.054187464,0.714285714,-0.142857143,-0.693877551,-0.020408163
3/28/2020,AK,17,1,0.058823529,12.28571429,0.714285714,0.054187464,-0.857142857,0,-0.530612245,-0.020408163
3/29/2020,AK,19,1,0.052631579,13.14285714,0.714285714,0.054187464,-0.857142857,0,-0.081632653,0.020408163
3/30/2020,AK,8,1,0.125,12.28571429,0.428571429,0.033779301,0.857142857,0.285714286,0.204081633,0.040816327
3/31/2020,AK,10,0,0,12.28571429,0.428571429,0.033779301,0,0,0.142857143,0.081632653
4/1/2020,AK,13,0,0,11.42857143,0.285714286,0.02537594,0.857142857,0.142857143,0.020408163,0.081632653
4/2/2020,AK,8,0,0,10.71428571,0.285714286,0.028061224,0.714285714,0,0.142857143,0.06122449
4/3/2020,AK,11,0,0,10.42857143,0.142857143,0.010204082,0.285714286,0.142857143,0,0
4/4/2020,AK,11,0,0,12.14285714,0.142857143,0.010204082,-1.714285714,0,-1.98254E-17,0
4/5/2020,AK,14,1,0.071428571,12.14285714,0.285714286,0.021193093,0,-0.142857143,-0.12244898,-0.020408163
4/6/2020,AK,6,0,0,12.28571429,0.428571429,0.037066108,-0.142857143,-0.142857143,-0.244897959,0
4/7/2020,AK,22,0,0,12.28571429,0.428571429,0.037066108,0,0,-0.265306122,-0.020408163
4/8/2020,AK,13,1,0.076923077,12.28571429,0.428571429,0.037066108,0,0,0.265306122,-0.020408163
4/9/2020,AK,9,1,0.111111111,12.42857143,0.285714286,0.026862027,-0.142857143,0.142857143,0.367346939,0.020408163
4/10/2020,AK,11,0,0,12.28571429,0.285714286,0.026862027,0.142857143,0,0.428571429,0.06122449
4/11/2020,AK,11,0,0,10.28571429,0.285714286,0.026862027,2,0,0.469387755,0.06122449
4/12/2020,AK,15,0,0,9.571428571,0.142857143,0.015873016,0.714285714,0.142857143,0.591836735,0.06122449
4/13/2020,AK,5,0,0,9.285714286,0,0,0.285714286,0.142857143,0.816326531,0.040816327
4/14/2020,AK,8,0,0,9,0,0,0.285714286,0,0.857142857,0.040816327
4/15/2020,AK,8,0,0,8.142857143,0,0,0.857142857,0,0.571428572,0.040816327
4/16/2020,AK,7,0,0,6.714285714,0,0,1.428571429,0,0.510204082,0.020408163
4/17/2020,AK,9,0,0,6.285714286,0,0,0.428571429,0,0.571428572,0
4/18/2020,AK,5,0,0,6.285714286,0,0,0,0,0.673469388,0
4/19/2020,AK,5,0,0,6,0,0,0.285714286,0,0.653061225,0
4/20/2020,AK,2,0,0,5.285714286,0,0,0.714285714,0,0.510204082,0
4/21/2020,AK,8,0,0,4.285714286,0,0,1,0,0.408163265,0
4/22/2020,AK,6,0,0,3.571428571,0,0,0.714285714,0,0.448979592,0
4/23/2020,AK,2,0,0,3.142857143,0,0,0.428571429,0,0.448979592,0
4/24/2020,AK,2,0,0,3.428571429,0,0,-0.285714286,0,0.387755102,0
4/25/2020,AK,0,0,0,3.142857143,0,0,0.285714286,0,0.102040816,-0.020408163
4/26/2020,AK,2,0,0,2.857142857,0,0,0.285714286,0,-0.020408163,-0.020408163
4/27/2020,AK,4,0,0,2.571428571,0,0,0.285714286,0,-0.102040816,-0.020408163
4/28/2020,AK,6,0,0,3.571428571,0.142857143,0.015873016,-1,-0.142857143,-0.020408163,-0.020408163
4/29/2020,AK,4,0,0,3.714285714,0.142857143,0.015873016,-0.142857143,0,0.040816327,-0.020408163
4/30/2020,AK,0,0,0,3.857142857,0.142857143,0.015873016,-0.142857143,0,0.06122449,-0.020408163
5/1/2020,AK,9,1,0.111111111,3.571428571,0.142857143,0.015873016,0.285714286,0,-0.020408163,-0.020408163
5/2/2020,AK,1,0,0,2.857142857,0.142857143,0.015873016,0.714285714,0,0.244897959,0.020408163
5/3/2020,AK,3,0,0,2.428571429,0.142857143,0.015873016,0.428571429,0,0.265306122,0.020408163
5/4/2020,AK,2,0,0,2.714285714,0.142857143,0.015873016,-0.285714286,0,0.326530612,0.020408163
5/5/2020,AK,1,0,0,1.857142857,0,0,0.857142857,0.142857143,0.285714286,0.020408163
5/6/2020,AK,1,0,0,1.857142857,0,0,0,0,0.163265306,0.020408163
5/7/2020,AK,2,0,0,1.571428571,0,0,0.285714286,0,0.102040816,0.020408163
5/8/2020,AK,3,0,0,1.571428571,0,0,0,0,0.081632653,0
5/9/2020,AK,1,0,0,1.714285714,0,0,-0.142857143,0,0,-0.020408163
5/10/2020,AK,1,0,0,1.714285714,0,0,0,0,-0.06122449,-0.020408163
5/11/2020,AK,2,0,0,2.142857143,0.142857143,0.028571429,-0.428571429,-0.142857143,-0.163265306,-0.020408163
5/12/2020,AK,2,0,0,1.857142857,0.142857143,0.028571429,0.285714286,0,-0.18367347,-0.020408163
5/13/2020,AK,1,0,0,2.285714286,0.142857143,0.028571429,-0.428571429,0,-0.12244898,-0.020408163
5/14/2020,AK,5,1,0.2,2.714285714,0.142857143,0.028571429,-0.428571429,0,-0.163265306,-0.020408163
5/15/2020,AK,1,0,0,2.857142857,0.142857143,0.028571429,-0.142857143,0,-1.42857E-10,0.020408163
5/16/2020,AK,4,0,0,2.571428571,0.142857143,0.028571429,0.285714286,0,-0.06122449,0.020408163
5/17/2020,AK,4,0,0,2.857142857,0.142857143,0.028571429,-0.285714286,0,-1.42857E-10,0.020408163
5/18/2020,AK,3,0,0,2.142857143,0,0,0.714285714,0.142857143,0.142857143,0.020408163
5/19/2020,AK,0,0,0,2.285714286,0,0,-0.142857143,0,0.204081633,0.020408163
5/20/2020,AK,3,0,0,2.285714286,0,0,0,0,0.122448979,0.020408163
5/21/2020,AK,0,0,0,1.714285714,0,0,0.571428571,0,0.204081633,0.020408163
5/22/2020,AK,2,0,0,1.428571429,0,0,0.285714286,0,-0.163265306,0
5/23/2020,AK,4,0,0,1.714285714,0,0,-0.285714286,0,-0.204081633,0
5/24/2020,AK,0,0,0,1.428571429,0,0,0.285714286,0,-0.183673469,-0.020408163
5/25/2020,AK,1,0,0,3.285714286,0,0,-1.857142857,0,-0.836734694,-0.040816327
5/26/2020,AK,2,0,0,3.714285714,0,0,-0.428571429,0,-1,-0.040816327
5/27/2020,AK,1,0,0,3.571428571,0.142857143,0.047619048,0.142857143,-0.142857143,-1.326530612,-0.040816327
5/28/2020,AK,13,0,0,7.571428571,0.285714286,0.052721088,-4,-0.142857143,-1.714285714,-0.06122449
5/29/2020,AK,5,0,0,8.428571429,0.285714286,0.052721088,-0.857142857,0,-1.387755102,-0.06122449
5/30/2020,AK,3,1,0.333333333,11,0.285714286,0.052721088,-2.571428571,0,-1.448979592,-0.06122449
5/31/2020,AK,28,1,0.035714286,13.42857143,0.428571429,0.060657596,-2.428571429,-0.142857143,-1.653061224,-0.040816327
6/1/2020,AK,7,0,0,13,0.428571429,0.060657596,0.428571429,0,-0.673469388,0
6/2/2020,AK,20,0,0,13.85714286,0.428571429,0.060657596,-0.857142857,0,-0.775510204,0
6/3/2020,AK,18,1,0.055555556,15.14285714,0.428571429,0.024943311,-1.285714286,0,-0.224489796,0
6/4/2020,AK,10,0,0,12.28571429,0.285714286,0.01984127,2.857142857,0.142857143,0.081632653,0.040816327
6/5/2020,AK,11,0,0,13.85714286,0.285714286,0.01984127,-1.571428571,0,-0.142857143,0.040816327
6/6/2020,AK,12,1,0.083333333,12.57142857,0.285714286,0.01984127,1.285714286,0,-0.081632653,0.040816327
6/7/2020,AK,8,0,0,12.85714286,0.142857143,0.011904762,-0.285714286,0.142857143,-0.183673469,0.06122449
6/8/2020,AK,18,0,0,14,0.142857143,0.011904762,-1.142857143,0,-0.612244898,0.040816327
6/9/2020,AK,11,0,0,14.42857143,0.142857143,0.011904762,-0.428571429,0,-0.081632653,0.020408163
6/10/2020,AK,20,0,0,16.42857143,0,0,-2,0.142857143,-0.306122449,0.020408163
6/11/2020,AK,18,0,0,16.57142857,0,0,-0.142857143,0,-0.265306123,0
6/12/2020,AK,14,0,0,14.42857143,0.142857143,0.047619048,2.142857143,-0.142857143,0.020408163,0
6/13/2020,AK,26,0,0,14.71428571,0.142857143,0.047619048,-0.285714286,0,0.040816326,0
6/14/2020,AK,9,0,0,14.71428571,0.142857143,0.047619048,0,0,0.428571428,-0.020408163
6/15/2020,AK,3,1,0.333333333,13.85714286,0.142857143,0.047619048,0.857142857,0,0.408163265,-0.020408163
6/16/2020,AK,13,0,0,14.14285714,0.142857143,0.047619048,-0.285714286,0,0.040816326,0.020408163
6/17/2020,AK,20,0,0,13.42857143,0.142857143,0.047619048,0.714285714,0,0.020408163,0.020408163
6/18/2020,AK,12,0,0,13.71428571,0.142857143,0.047619048,-0.285714286,0,0.142857143,0.020408163
6/19/2020,AK,16,0,0,14.14285714,0,0,-0.428571429,0.142857143,-0.224489796,0.020408163
6/20/2020,AK,21,0,0,14.57142857,0,0,-0.428571429,0,-0.224489796,0
6/21/2020,AK,11,0,0,13.71428571,0,0,0.857142857,0,-0.285714286,0
6/22/2020,AK,6,0,0,15.42857143,0,0,-1.714285714,0,-0.612244898,0
6/23/2020,AK,16,0,0,15.71428571,0.142857143,0.007936508,-0.285714286,-0.142857143,-0.857142857,-0.020408163
6/24/2020,AK,14,0,0,15.42857143,0.142857143,0.007936508,0.285714286,0,-1.204081633,-0.020408163
6/25/2020,AK,24,0,0,18,0.142857143,0.007936508,-2.571428571,0,-1.816326531,-0.040816327
6/26/2020,AK,18,1,0.055555556,20.14285714,0.142857143,0.007936508,-2.142857143,0,-1.857142857,-0.040816327
6/27/2020,AK,19,0,0,23,0.142857143,0.007936508,-2.857142857,0,-2.367346939,0
6/28/2020,AK,29,0,0,26.42857143,0.285714286,0.011695906,-3.428571429,-0.142857143,-3.020408163,0
6/29/2020,AK,21,0,0,28.42857143,0.285714286,0.011695906,-2,0,-2.612244898,0
6/30/2020,AK,36,0,0,32.28571429,0.142857143,0.003759398,-3.857142857,0.142857143,-2.428571429,0
7/1/2020,AK,38,1,0.026315789,36.57142857,0.142857143,0.003759398,-4.285714286,0,-1.653061225,0
7/2/2020,AK,38,0,0,36.28571429,0.142857143,0.003759398,0.285714286,0,-1.204081633,0.040816327
7/3/2020,AK,45,0,0,37.14285714,0.142857143,0.003759398,-0.857142857,0,-1.102040816,0
7/4/2020,AK,49,0,0,34.57142857,0.142857143,0.003759398,2.571428571,0,-0.653061225,-0.040816327
7/5/2020,AK,27,0,0,34.85714286,0,0,-0.285714286,0.142857143,-0.326530612,-0.040816327
7/6/2020,AK,27,0,0,36.14285714,0.285714286,0.006079027,-1.285714286,-0.285714286,-1.693877551,-0.040816327
7/7/2020,AK,18,0,0,36.85714286,0.428571429,0.00893617,-0.714285714,-0.142857143,-2.224489796,-0.040816327
7/8/2020,AK,40,0,0,38.85714286,0.428571429,0.00893617,-2,0,-3.102040816,-0.06122449
7/9/2020,AK,47,2,0.042553191,48.14285714,0.428571429,0.00893617,-9.285714286,0,-3.285714286,-0.142857143
7/10/2020,AK,50,1,0.02,52.71428571,0.428571429,0.00893617,-4.571428571,0,-3.428571428,-0.102040816
7/11/2020,AK,63,0,0,56.28571429,0.571428571,0.012258429,-3.571428571,-0.142857143,-3.163265306,-0.06122449
7/12/2020,AK,92,0,0,57.85714286,1,0.020661791,-1.571428571,-0.428571429,-2.857142857,-0.06122449
7/13/2020,AK,59,0,0,60.14285714,1,0.019117911,-2.285714286,0,-1.346938775,-0.06122449
7/14/2020,AK,43,1,0.023255814,59,0.857142857,0.016260768,1.142857143,0.142857143,-0.979591837,-0.081632653
7/15/2020,AK,51,3,0.058823529,58.85714286,0.857142857,0.016260768,0.142857143,0,-1.428571428,-0.040816327
7/16/2020,AK,63,2,0.031746032,57.57142857,0.857142857,0.016260768,1.285714286,0,-2.081632653,0.040816327
7/17/2020,AK,42,0,0,59.57142857,1,0.018217715,-2,-0.142857143,-1.775510204,0.081632653
7/18/2020,AK,62,0,0,66.28571429,0.857142857,0.014895456,-6.714285714,0.142857143,-2.244897959,0.06122449
7/19/2020,AK,83,0,0,72.42857143,0.714285714,0.009531608,-6.142857143,0.142857143,-2.795918367,0.020408163
7/20/2020,AK,73,1,0.01369863,72.57142857,0.428571429,0.004996461,-0.142857143,0.285714286,-5.06122449,0.020408163
7/21/2020,AK,90,0,0,74.71428571,0.428571429,0.004996461,-2.142857143,0,-5.204081632,0.06122449
7/22/2020,AK,94,2,0.021276596,78.42857143,0.714285714,0.008243214,-3.714285714,-0.285714286,-4.632653061,0.020408163
7/23/2020,AK,64,0,0,93,0.714285714,0.008243214,-14.57142857,0,-3.224489796,0.040816327
7/24/2020,AK,57,0,0,96,0.571428571,0.006286267,-3,0.142857143,-3.612244898,0
7/25/2020,AK,88,2,0.022727273,98.71428571,0.714285714,0.007596883,-2.714285714,-0.142857143,-4.306122449,0
7/26/2020,AK,185,0,0,95,0.428571429,0.004557369,3.714285714,0.285714286,-4.93877551,0.06122449
7/27/2020,AK,94,0,0,97.85714286,0.428571429,0.004557369,-2.857142857,0,-1.857142857,0.020408163
7/28/2020,AK,109,1,0.009174312,104.8571429,0.428571429,0.004557369,-7,0,-0.714285714,0
7/29/2020,AK,68,0,0,113,0.285714286,0.002295838,-8.142857143,0.142857143,0.673469388,0.020408163
7/30/2020,AK,84,0,0,106,0.571428571,0.004396678,7,-0.285714286,0.408163265,-0.040816327
7/31/2020,AK,106,0,0,101,0.571428571,0.004396678,5,0,1.714285714,-0.040816327
8/1/2020,AK,145,1,0.006896552,94,0.571428571,0.005467014,7,0,3.755102041,-0.081632653
8/2/2020,AK,136,2,0.014705882,92.14285714,0.714285714,0.008064417,1.857142857,-0.142857143,6.265306123,-0.081632653
8/3/2020,AK,59,0,0,85.85714286,0.714285714,0.008064417,6.285714286,0,6.040816327,-0.040816327
8/4/2020,AK,60,1,0.016666667,78.57142857,1,0.013259222,7.285714286,-0.285714286,5.142857143,-0.040816327
8/5/2020,AK,55,1,0.018181818,69.14285714,0.857142857,0.012274001,9.428571429,0.142857143,4.367346939,-0.020408163
8/6/2020,AK,40,0,0,63.71428571,0.857142857,0.013088612,5.428571429,0,3.979591837,0
8/7/2020,AK,55,2,0.036363636,65,0.857142857,0.013088612,-1.285714286,0,2.244897959,0
8/8/2020,AK,79,0,0,63.42857143,0.714285714,0.01070766,1.571428571,0.142857143,0.285714286,0.020408163
8/9/2020,AK,98,2,0.020408163,64.28571429,0.714285714,0.010452177,-0.857142857,0,-1.163265306,0
8/10/2020,AK,68,0,0,70.14285714,0.714285714,0.010452177,-5.857142857,0,-2.020408163,0.020408163
8/11/2020,AK,49,0,0,76.57142857,0.857142857,0.009543087,-6.428571429,-0.142857143,-1.469387755,-0.040816327
8/12/2020,AK,61,1,0.016393443,77.28571429,0.857142857,0.009543087,-0.714285714,0,-2.040816327,-0.06122449
8/13/2020,AK,81,0,0,77.85714286,0.714285714,0.008028195,-0.571428571,0.142857143,-2.163265306,-0.040816327
8/14/2020,AK,100,3,0.03,75.28571429,1.142857143,0.016599623,2.571428571,-0.428571429,-1.367346939,-0.040816327
8/15/2020,AK,84,0,0,77.71428571,1.142857143,0.016599623,-2.428571429,0,0.183673469,0.040816327
8/16/2020,AK,102,1,0.009803922,79.42857143,1,0.014257703,-1.714285714,0.142857143,0.204081633,0.040816327
8/17/2020,AK,50,3,0.06,79.71428571,1,0.014257703,-0.285714286,0,1.020408163,0.040816327
8/18/2020,AK,66,0,0,75.28571429,0.571428571,0.009971989,4.428571429,0.428571429,0.204081633,0.163265306
8/19/2020,AK,73,0,0,75.85714286,0.571428571,0.009971989,-0.571428571,0,1.224489796,0.163265306
8/20/2020,AK,83,0,0,70.71428571,0.428571429,0.008571429,5.142857143,0.142857143,1.897959184,0.142857143
8/21/2020,AK,69,0,0,73.85714286,0,0,-3.142857143,0.428571429,1.897959184,0.102040816
8/22/2020,AK,88,0,0,69.14285714,0,0,4.714285714,0,0.306122449,0.040816327
8/23/2020,AK,66,0,0,66.14285714,0,0,3,0,0.285714286,0.040816327
8/24/2020,AK,72,0,0,66.42857143,0.285714286,0.003361345,-0.285714286,-0.285714286,0.020408163,0.020408163
8/25/2020,AK,33,0,0,73.14285714,0.285714286,0.003361345,-6.714285714,0,1.204081633,-0.040816327
8/26/2020,AK,52,0,0,73.85714286,0.285714286,0.003361345,-0.714285714,0,0.489795918,-0.040816327
8/27/2020,AK,85,2,0.023529412,70.57142857,0.285714286,0.003361345,3.285714286,0,-0.204081633,-0.06122449
8/28/2020,AK,116,0,0,65.42857143,0.285714286,0.003361345,5.142857143,0,-0.183673469,0.020408163
8/29/2020,AK,93,0,0,65.71428571,0.285714286,0.003361345,-0.285714286,0,0.714285714,-0.020408163
8/30/2020,AK,43,0,0,67.57142857,0.428571429,0.005559147,-1.857142857,-0.142857143,0.93877551,-0.020408163
8/31/2020,AK,36,0,0,67.71428571,0.142857143,0.002197802,-0.142857143,0.285714286,-0.571428572,-0.040816327
9/1/2020,AK,35,0,0,68.14285714,0.428571429,0.004598763,-0.428571429,-0.285714286,-1.265306123,-0.06122449
9/2/2020,AK,65,1,0.015384615,67.28571429,0.428571429,0.004598763,0.857142857,0,-1.204081633,-0.081632653
9/3/2020,AK,86,0,0,74.57142857,0.571428571,0.006118519,-7.285714286,-0.142857143,-0.93877551,-0.040816327
9/4/2020,AK,119,2,0.016806723,74.28571429,0.714285714,0.0103202,0.285714286,-0.142857143,-1.489795918,-0.081632653
9/5/2020,AK,87,0,0,74.14285714,0.857142857,0.014521881,0.142857143,-0.142857143,-0.816326531,0
9/6/2020,AK,94,1,0.010638298,74.14285714,0.714285714,0.012324079,0,0.142857143,-1.265306122,-0.020408163
9/7/2020,AK,34,1,0.029411765,78.14285714,0.714285714,0.012324079,-4,0,0.428571429,0.020408163
9/8/2020,AK,34,1,0.029411765,73.85714286,0.428571429,0.009923118,4.285714286,0.285714286,-0.428571429,0.06122449
9/9/2020,AK,65,0,0,76.14285714,0.571428571,0.011310081,-2.285714286,-0.142857143,-0.632653061,0.102040816
9/10/2020,AK,114,0,0,71.57142857,0.428571429,0.009790324,4.571428571,0.142857143,-0.326530612,0.081632653
9/11/2020,AK,89,0,0,77.28571429,0.285714286,0.005588643,-5.714285714,0.142857143,0.367346939,0.081632653
9/12/2020,AK,103,1,0.009708738,78.57142857,0.142857143,0.001386963,-1.285714286,0.142857143,-0.612244898,0.020408163
9/13/2020,AK,62,0,0,76.42857143,0.142857143,0.001386963,2.142857143,0,-0.102040816,0.040816327
9/14/2020,AK,74,0,0,75.57142857,0.142857143,0.001386963,0.857142857,0,-1.693877551,0
9/15/2020,AK,43,0,0,78.14285714,0.285714286,0.002722076,-2.571428571,-0.142857143,-0.795918367,-0.040816327
9/16/2020,AK,50,0,0,76.85714286,0.285714286,0.00285487,1.285714286,0,-0.897959184,-0.06122449
9/17/2020,AK,108,0,0,83.42857143,0.428571429,0.004177622,-6.571428571,-0.142857143,-1.734693877,-0.081632653
9/18/2020,AK,107,1,0.009345794,82.85714286,0.571428571,0.006218438,0.571428571,-0.142857143,-2.326530612,-0.12244898
9/19/2020,AK,94,1,0.010638298,84.85714286,0.571428571,0.006218438,-2,0,-2.346938775,-0.12244898
9/20/2020,AK,108,1,0.009259259,88.57142857,0.714285714,0.008098137,-3.714285714,-0.142857143,-3.040816326,-0.102040816
9/21/2020,AK,70,1,0.014285714,91.85714286,1,0.010279162,-3.285714286,-0.285714286,-2.142857143,-0.06122449
9/22/2020,AK,57,0,0,94.57142857,1.142857143,0.011211623,-2.714285714,-0.142857143,-3.12244898,-0.020408163
9/23/2020,AK,76,1,0.013157895,98.14285714,1,0.009691866,-3.571428571,0.142857143,-4.204081633,-0.020408163
9/24/2020,AK,131,2,0.015267176,98.42857143,0.857142857,0.008369114,-0.285714286,0.142857143,-4.224489796,-7.93016E-18
9/25/2020,AK,126,2,0.015873016,104.7142857,0.714285714,0.006328298,-6.285714286,0.142857143,-3.897959184,0.040816327
9/26/2020,AK,119,0,0,114.2857143,0.714285714,0.006328298,-9.571428571,0,-3.816326531,0.06122449
9/27/2020,AK,110,0,0,118.1428571,0.714285714,0.005835561,-3.857142857,0,-3.775510204,0.040816327
9/28/2020,AK,114,0,0,119.1428571,0.714285714,0.00572493,-1,0,-4.326530612,0
9/29/2020,AK,124,0,0,121.2857143,0.714285714,0.005483698,-2.142857143,0,-5.081632653,-0.040816327
9/30/2020,AK,103,1,0.009708738,124.5714286,0.714285714,0.005483698,-3.285714286,0,-4.163265306,-0.040816327
10/1/2020,AK,138,2,0.014492754,128.7142857,0.857142857,0.006511448,-4.142857143,-0.142857143,-4,-0.06122449
10/2/2020,AK,141,2,0.014184397,140.2857143,1,0.007244048,-11.57142857,-0.142857143,-3.775510204,-0.040816327
10/3/2020,AK,142,0,0,143.4285714,1,0.007244048,-3.142857143,0,-4.367346939,-0.020408163
10/4/2020,AK,139,1,0.007194245,146.1428571,1.142857143,0.008199006,-2.714285714,-0.142857143,-5.714285714,-0.040816327
10/5/2020,AK,195,1,0.005128205,145.5714286,1,0.007194711,0.571428571,0.142857143,-7.387755102,-0.040816327
10/6/2020,AK,146,0,0,151.8571429,0.857142857,0.005940569,-6.285714286,0.142857143,-5.632653061,-0.020408163
10/7/2020,AK,122,2,0.016393443,164.5714286,1,0.006558998,-12.71428571,-0.142857143,-5.428571428,-0.081632653
10/8/2020,AK,134,1,0.007462687,180.4285714,1.142857143,0.006674106,-15.85714286,-0.142857143,-5.734693877,-0.06122449
10/9/2020,AK,185,1,0.005405405,179.7142857,1.142857143,0.006693385,0.714285714,0,-6.448979592,-0.06122449
10/10/2020,AK,231,1,0.004329004,181.4285714,1.571428571,0.009405863,-1.714285714,-0.428571429,-6.285714286,-0.081632653
10/11/2020,AK,250,2,0.008,186.2857143,1.571428571,0.008895444,-4.857142857,0,-4.040816327,-0.081632653
10/12/2020,AK,190,1,0.005263158,190.7142857,1.428571429,0.007829346,-4.428571429,0.142857143,-0.959183674,-0.020408163
10/13/2020,AK,158,3,0.018987342,195.8571429,1.428571429,0.007703558,-5.142857143,0,-1.306122449,0
10/14/2020,AK,156,2,0.012820513,192.8571429,1.571428571,0.008445673,3,-0.142857143,-2.571428571,0.081632653
10/15/2020,AK,165,0,0,187.1428571,1.285714286,0.007302816,5.714285714,0.285714286,-3.265306122,0.081632653
10/16/2020,AK,221,1,0.004524887,188.8571429,1.142857143,0.006550936,-1.714285714,0.142857143,-4.142857142,0.06122449
10/17/2020,AK,210,2,0.00952381,199.4285714,1,0.005069986,-10.57142857,0.142857143,-3.959183673,0.040816327
10/18/2020,AK,210,0,0,209.1428571,1,0.004513994,-9.714285714,0,-7.367346939,0.102040816
10/19/2020,AK,202,0,0,219.7142857,1,0.004513994,-10.57142857,0,-14.44897959,0
10/20/2020,AK,232,2,0.00862069,223.5714286,1.142857143,0.005019655,-3.857142857,-0.142857143,-17.2244898,-0.06122449
10/21/2020,AK,224,2,0.008928571,244.4285714,0.857142857,0.003659111,-20.85714286,0.285714286,-18.89795918,-0.102040816
